﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3AcJjOuTb0Uhk9JPAf4TLe","Shooting Star","Air Traffic","Fractured Life","1","3","248133","spotify:user:martinthetallguy","2017-10-24T04:54:01Z"
"spotify:track:6H4IX21JUQ87XjaQKaGHmy","Siberian Nights","The Kills","Ash & Ice","1","8","293392","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3bB66GhyUtnqYDQHm9ZBR5","Simple Man","Lynyrd Skynyrd","Lynyrd Skynyrd Greatest Hits","1","10","354026","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3O1mmRIPc6TpKikDYE3jsl","Slower Than Usual","Ariel Beesley","Slower Than Usual","1","1","238680","spotify:user:martinthetallguy","2018-01-09T06:10:04Z"
"spotify:track:1Ujrbg6RNkyazJ6DbRAutG","Snake Eyes","Mumford & Sons","Wilder Mind (Deluxe)","1","7","248514","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:1G28TOkW0F68Fuxb5j1AaH","Somebody Else","Circa Waves","Somebody Else","1","1","178792","spotify:user:martinthetallguy","2018-04-24T05:59:22Z"
"spotify:track:5PMNuabTV5BaTahIawahcp","Someday","The Strokes","Is This It","1","5","187133","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:07w28JF0iYZsJREgD3906I","Somewhere Somehow","Oddnesse","Somewhere Somehow","1","1","164044","spotify:user:martinthetallguy","2017-07-03T10:48:52Z"
"spotify:track:78nRNAoDaPcyNomGhgw5tY","Sorry","Nerf Herder","Nerf Herder","1","3","171440","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:4qkY5ms8i2c705jxPunAqg","Sort of","Silversun Pickups","Swoon","1","7","327960","spotify:user:martinthetallguy","2017-12-31T12:39:54Z"
"spotify:track:2VAlwOewe5c40VHyqozF1V","Steady, As She Goes","The Raconteurs","Broken Boy Soldiers","1","1","215266","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3miMZ2IlJiaeSWo1DohXlN","Stolen Dance","Milky Chance","Sadnecessary","1","11","315693","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:5gz38AxRkD6Ywxd4fr2pLj","Street Spirit (Fade Out)","Radiohead","The Bends","1","12","253853","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:38r7UHRXLubzknThv5mnHg","Sublimation","Nothing Hurts Robot","Weak People","1","2","180600","spotify:user:martinthetallguy","2017-07-19T17:02:44Z"
"spotify:track:1cnbpqVFQR2qcP2QZ1z2g5","Talking Straight","Rolling Blackouts Coastal Fever","Talking Straight","1","1","224525","spotify:user:martinthetallguy","2018-04-24T05:59:17Z"
"spotify:track:46ef7Mc4JWV3b8eGQoTY45","Tangled up in Love","The Rifles","Singles Collection","1","4","205133","spotify:user:martinthetallguy","2018-03-30T12:33:21Z"
"spotify:track:3LI4MmibTkXH5cGpCGZgyw","Teenage Dirtbag","Wheatus","Songs From Dawson's Creek, Vol. II","1","10","241840","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:2461xQqvKUY8u30tlWfjRF","That's Not Me","Beach Skulls","That's Not Me","1","1","167669","spotify:user:martinthetallguy","2018-05-10T05:15:30Z"
